video_id,frame_num,crowd_density,crowd_count,loitering,low_concealment,med_concealment,high_concealment,rbp
anomaly_cam_trimmed_01.mp4,34,76,42,65,34,6,23,1
anomaly_cam_trimmed_01.mp4,35,98,93,25,86,51,42,0
anomaly_cam_trimmed_01.mp4,36,45,48,79,84,60,20,1
anomaly_cam_trimmed_01.mp4,37,76,11,12,88,10,2,0
anomaly_cam_trimmed_01.mp4,38,63,92,25,47,92,24,0
anomaly_cam_trimmed_01.mp4,39,51,40,11,32,3,30,1
anomaly_cam_trimmed_01.mp4,40,66,70,95,53,99,34,0
anomaly_cam_trimmed_01.mp4,41,58,94,95,35,97,5,0
anomaly_cam_trimmed_01.mp4,42,22,94,33,57,24,38,1
anomaly_cam_trimmed_01.mp4,43,52,10,93,75,68,38,0
anomaly_cam_trimmed_01.mp4,44,16,98,90,39,93,21,0
anomaly_cam_trimmed_01.mp4,45,87,73,44,64,83,14,0
anomaly_cam_trimmed_01.mp4,46,53,48,35,61,67,14,0
anomaly_cam_trimmed_01.mp4,47,11,37,46,62,77,15,0
anomaly_cam_trimmed_01.mp4,48,39,100,60,69,27,56,0
anomaly_cam_trimmed_01.mp4,49,18,1,100,75,71,50,1
anomaly_cam_trimmed_01.mp4,50,3,46,65,96,24,22,0
anomaly_cam_trimmed_01.mp4,51,33,4,9,3,8,94,1
anomaly_cam_trimmed_01.mp4,52,58,62,86,27,50,91,1
anomaly_cam_trimmed_01.mp4,53,60,61,49,99,61,61,0
anomaly_cam_trimmed_01.mp4,54,100,54,19,33,5,84,0
anomaly_cam_trimmed_01.mp4,55,63,11,30,13,83,73,1
anomaly_cam_trimmed_01.mp4,56,66,45,36,95,3,11,1
anomaly_cam_trimmed_01.mp4,57,6,11,66,83,87,56,1
anomaly_cam_trimmed_01.mp4,58,94,25,29,84,73,10,1
anomaly_cam_trimmed_01.mp4,59,2,18,52,77,95,71,0
anomaly_cam_trimmed_01.mp4,60,43,14,41,79,63,54,1
anomaly_cam_trimmed_01.mp4,61,53,1,25,96,2,10,0
anomaly_cam_trimmed_01.mp4,62,76,83,58,62,32,12,0
anomaly_cam_trimmed_01.mp4,63,27,54,35,26,28,86,0
anomaly_cam_trimmed_01.mp4,64,15,34,64,85,66,33,1
anomaly_cam_trimmed_01.mp4,65,38,77,60,52,90,5,1
anomaly_cam_trimmed_01.mp4,66,92,24,20,11,29,83,0
anomaly_cam_trimmed_01.mp4,67,61,3,41,91,28,87,1
anomaly_cam_trimmed_01.mp4,68,3,56,88,46,82,82,0
anomaly_cam_trimmed_01.mp4,69,95,80,63,43,92,64,0
anomaly_cam_trimmed_01.mp4,70,54,37,9,77,47,39,1
anomaly_cam_trimmed_01.mp4,71,94,56,30,27,45,57,0
anomaly_cam_trimmed_01.mp4,72,77,8,44,37,14,9,0
anomaly_cam_trimmed_01.mp4,73,80,77,12,14,33,78,0
anomaly_cam_trimmed_01.mp4,74,40,54,39,10,57,20,1
anomaly_cam_trimmed_01.mp4,75,39,76,58,83,38,1,1
anomaly_cam_trimmed_01.mp4,76,67,73,37,12,90,63,0
anomaly_cam_trimmed_01.mp4,77,23,48,57,21,12,3,0
anomaly_cam_trimmed_01.mp4,78,17,31,76,66,60,70,1
anomaly_cam_trimmed_01.mp4,79,55,18,55,96,77,68,1
anomaly_cam_trimmed_01.mp4,80,16,36,100,80,60,46,0
anomaly_cam_trimmed_01.mp4,81,47,86,78,93,26,31,0
anomaly_cam_trimmed_01.mp4,82,0,96,7,40,59,67,0
anomaly_cam_trimmed_01.mp4,83,19,24,99,8,17,39,1
anomaly_cam_trimmed_01.mp4,84,52,17,83,5,89,84,0
anomaly_cam_trimmed_01.mp4,85,94,38,92,60,20,47,1
anomaly_cam_trimmed_01.mp4,86,41,18,3,88,23,54,0
anomaly_cam_trimmed_01.mp4,87,23,38,90,4,76,66,0
anomaly_cam_trimmed_01.mp4,88,77,90,68,54,66,52,0
anomaly_cam_trimmed_01.mp4,89,72,7,99,76,34,66,1
anomaly_cam_trimmed_01.mp4,90,0,66,28,17,5,68,0
anomaly_cam_trimmed_01.mp4,91,2,74,47,87,13,55,1
anomaly_cam_trimmed_01.mp4,92,85,98,25,39,42,69,1
anomaly_cam_trimmed_01.mp4,93,8,50,13,93,59,59,1
anomaly_cam_trimmed_01.mp4,94,56,23,4,70,47,85,1
anomaly_cam_trimmed_01.mp4,95,99,32,58,73,63,74,0
anomaly_cam_trimmed_01.mp4,96,80,82,98,100,62,23,1
anomaly_cam_trimmed_01.mp4,97,66,89,40,3,49,12,0
anomaly_cam_trimmed_01.mp4,98,52,35,92,12,71,18,0
anomaly_cam_trimmed_01.mp4,99,5,20,1,79,38,9,0
anomaly_cam_trimmed_01.mp4,100,31,12,1,60,65,71,1
anomaly_cam_trimmed_01.mp4,101,34,62,61,9,94,0,1
anomaly_cam_trimmed_01.mp4,102,62,66,76,47,48,31,0
anomaly_cam_trimmed_01.mp4,103,18,91,85,8,28,87,1
anomaly_cam_trimmed_01.mp4,104,40,81,27,45,4,36,1
anomaly_cam_trimmed_01.mp4,105,92,75,45,100,17,78,0
anomaly_cam_trimmed_01.mp4,106,52,36,11,50,87,76,0
anomaly_cam_trimmed_01.mp4,107,53,24,96,11,30,62,0
anomaly_cam_trimmed_01.mp4,108,90,18,98,11,44,49,1
anomaly_cam_trimmed_01.mp4,109,16,83,69,72,33,44,1
anomaly_cam_trimmed_01.mp4,110,54,34,75,65,75,65,1
anomaly_cam_trimmed_01.mp4,111,28,8,88,71,32,13,0
anomaly_cam_trimmed_01.mp4,112,8,20,78,46,39,26,1
anomaly_cam_trimmed_01.mp4,113,6,78,94,19,50,36,1
anomaly_cam_trimmed_01.mp4,114,55,72,39,13,75,17,0
anomaly_cam_trimmed_01.mp4,115,56,16,53,11,59,28,0
anomaly_cam_trimmed_01.mp4,116,23,40,0,0,39,88,1
anomaly_cam_trimmed_01.mp4,117,15,81,53,70,24,49,0
anomaly_cam_trimmed_01.mp4,118,66,61,44,49,15,37,1
anomaly_cam_trimmed_01.mp4,119,93,61,37,31,76,79,0
anomaly_cam_trimmed_01.mp4,120,79,55,74,93,98,100,0
anomaly_cam_trimmed_01.mp4,121,51,87,63,49,71,92,0
anomaly_cam_trimmed_01.mp4,122,6,81,80,97,34,68,1
anomaly_cam_trimmed_01.mp4,123,91,20,100,94,69,82,1
anomaly_cam_trimmed_01.mp4,124,8,92,100,98,60,10,0
anomaly_cam_trimmed_02.mp4,1,30,14,60,64,20,72,1
anomaly_cam_trimmed_02.mp4,2,6,30,87,32,34,46,1
anomaly_cam_trimmed_02.mp4,3,13,49,75,43,57,62,0
anomaly_cam_trimmed_02.mp4,4,92,73,9,80,63,84,1
anomaly_cam_trimmed_02.mp4,5,97,97,75,26,56,45,1
anomaly_cam_trimmed_02.mp4,6,88,36,20,0,51,83,1
anomaly_cam_trimmed_02.mp4,7,27,27,34,52,43,34,0
anomaly_cam_trimmed_02.mp4,8,14,26,51,21,87,22,0
anomaly_cam_trimmed_02.mp4,9,49,51,95,56,75,58,0
anomaly_cam_trimmed_02.mp4,10,70,44,88,81,73,38,0
anomaly_cam_trimmed_02.mp4,11,90,48,60,14,38,34,1
anomaly_cam_trimmed_02.mp4,12,24,74,40,35,84,86,0
anomaly_cam_trimmed_02.mp4,13,66,95,42,73,25,99,1
anomaly_cam_trimmed_02.mp4,14,73,77,22,1,37,76,1
anomaly_cam_trimmed_02.mp4,15,79,23,0,58,83,20,0
anomaly_cam_trimmed_02.mp4,16,10,83,30,67,96,29,1
anomaly_cam_trimmed_02.mp4,17,24,23,62,69,91,80,0
anomaly_cam_trimmed_02.mp4,18,17,55,79,74,94,43,1
anomaly_cam_trimmed_02.mp4,19,39,6,74,92,9,88,0
anomaly_cam_trimmed_02.mp4,20,93,66,67,95,31,40,0
anomaly_cam_trimmed_02.mp4,21,56,55,68,7,99,7,1
anomaly_cam_trimmed_02.mp4,22,69,59,52,35,29,95,0
anomaly_cam_trimmed_02.mp4,23,72,32,84,25,5,16,1
anomaly_cam_trimmed_02.mp4,24,33,9,19,73,72,75,0
anomaly_cam_trimmed_02.mp4,25,30,17,99,29,100,44,0
anomaly_cam_trimmed_02.mp4,26,54,27,47,62,86,35,1
anomaly_cam_trimmed_02.mp4,27,4,65,32,69,64,67,0
anomaly_cam_trimmed_02.mp4,28,98,7,58,40,37,67,0
anomaly_cam_trimmed_02.mp4,29,91,81,39,95,8,59,1
anomaly_cam_trimmed_02.mp4,30,48,51,94,27,81,81,0
anomaly_cam_trimmed_02.mp4,31,66,31,5,55,31,17,0
anomaly_cam_trimmed_02.mp4,32,2,95,88,71,64,48,0
anomaly_cam_trimmed_02.mp4,33,6,60,19,87,52,95,1
anomaly_cam_trimmed_02.mp4,34,66,48,43,79,16,76,1
anomaly_cam_trimmed_02.mp4,35,31,96,6,41,5,36,1
anomaly_cam_trimmed_02.mp4,36,63,93,8,78,95,11,1
anomaly_cam_trimmed_02.mp4,37,75,64,36,80,3,5,1
anomaly_cam_trimmed_02.mp4,38,24,89,99,85,41,9,0
anomaly_cam_trimmed_02.mp4,39,93,2,22,30,24,62,1
anomaly_cam_trimmed_02.mp4,40,46,62,55,76,53,4,1
anomaly_cam_trimmed_02.mp4,41,39,19,75,70,57,77,1
anomaly_cam_trimmed_02.mp4,42,22,18,37,31,70,63,1
anomaly_cam_trimmed_02.mp4,43,17,37,45,47,64,5,0
anomaly_cam_trimmed_02.mp4,44,37,87,82,60,37,69,1
anomaly_cam_trimmed_02.mp4,45,90,88,29,95,80,99,1
anomaly_cam_trimmed_02.mp4,46,25,39,4,81,5,79,0
anomaly_cam_trimmed_02.mp4,47,28,7,54,27,85,78,1
anomaly_cam_trimmed_02.mp4,48,37,39,76,87,66,77,1
anomaly_cam_trimmed_02.mp4,49,5,4,18,93,37,44,1
anomaly_cam_trimmed_02.mp4,50,79,13,41,79,79,80,0
anomaly_cam_trimmed_02.mp4,51,73,66,12,36,2,33,1
anomaly_cam_trimmed_02.mp4,52,70,17,85,38,97,39,1
anomaly_cam_trimmed_02.mp4,53,94,52,67,14,63,14,0
anomaly_cam_trimmed_02.mp4,54,96,0,85,5,3,90,1
anomaly_cam_trimmed_02.mp4,55,19,48,52,15,45,2,1
anomaly_cam_trimmed_02.mp4,56,88,17,62,85,84,33,1
anomaly_cam_trimmed_02.mp4,57,88,63,95,67,60,83,0
anomaly_cam_trimmed_02.mp4,58,94,96,84,0,65,84,0
anomaly_cam_trimmed_02.mp4,59,66,74,3,21,6,51,0
anomaly_cam_trimmed_02.mp4,60,60,15,53,95,56,29,0
anomaly_cam_trimmed_02.mp4,61,0,46,60,33,68,64,1
anomaly_cam_trimmed_02.mp4,62,29,17,54,73,2,88,1
anomaly_cam_trimmed_02.mp4,63,79,83,15,83,31,16,0
anomaly_cam_trimmed_02.mp4,64,63,62,82,48,4,49,1
anomaly_cam_trimmed_02.mp4,65,37,3,11,33,45,12,0
anomaly_cam_trimmed_02.mp4,66,15,69,20,85,90,64,1
anomaly_cam_trimmed_02.mp4,67,35,25,24,55,56,91,0
anomaly_cam_trimmed_02.mp4,68,22,56,81,1,55,11,1
anomaly_cam_trimmed_02.mp4,69,48,63,69,86,33,47,0
anomaly_cam_trimmed_02.mp4,70,3,25,60,54,19,66,1
anomaly_cam_trimmed_02.mp4,71,28,70,52,19,58,19,0
anomaly_cam_trimmed_02.mp4,72,86,7,96,17,23,32,0
anomaly_cam_trimmed_02.mp4,73,33,47,23,58,22,88,1
anomaly_cam_trimmed_02.mp4,74,46,25,40,16,37,83,1
anomaly_cam_trimmed_02.mp4,75,71,86,41,33,79,44,0
anomaly_cam_trimmed_02.mp4,76,91,90,7,56,30,34,1
anomaly_cam_trimmed_02.mp4,77,14,3,76,56,35,58,0
anomaly_cam_trimmed_02.mp4,78,33,72,45,54,74,20,1
anomaly_cam_trimmed_02.mp4,79,53,41,51,86,91,10,0
anomaly_cam_trimmed_02.mp4,80,59,51,22,91,47,95,1
anomaly_cam_trimmed_02.mp4,81,53,84,42,7,82,10,0
anomaly_cam_trimmed_02.mp4,82,4,73,3,69,28,11,1
anomaly_cam_trimmed_02.mp4,83,9,63,19,24,71,82,1
anomaly_cam_trimmed_02.mp4,84,22,16,62,37,77,91,1
anomaly_cam_trimmed_02.mp4,85,92,48,1,46,41,53,1
anomaly_cam_trimmed_02.mp4,86,16,41,52,61,42,50,1
anomaly_cam_trimmed_02.mp4,87,27,14,59,33,100,48,0
anomaly_cam_trimmed_02.mp4,88,79,7,20,71,98,49,0
anomaly_cam_trimmed_02.mp4,89,43,47,54,3,64,36,0
anomaly_cam_trimmed_02.mp4,90,34,95,58,91,73,75,0
anomaly_cam_trimmed_02.mp4,91,40,77,31,53,46,81,0
anomaly_cam_trimmed_02.mp4,92,58,25,54,23,22,88,1
anomaly_cam_trimmed_02.mp4,93,6,26,48,95,10,61,1
anomaly_cam_trimmed_02.mp4,94,82,85,81,40,26,48,0
anomaly_cam_trimmed_02.mp4,95,85,23,73,66,19,49,0
anomaly_cam_trimmed_02.mp4,96,35,40,16,35,83,40,0
anomaly_cam_trimmed_02.mp4,97,47,94,48,81,4,4,1
anomaly_cam_trimmed_02.mp4,98,30,93,2,94,10,98,1
anomaly_cam_trimmed_02.mp4,99,33,50,25,88,41,43,0
anomaly_cam_trimmed_02.mp4,100,77,25,86,44,64,3,1
anomaly_cam_trimmed_02.mp4,101,39,37,77,85,60,49,1
anomaly_cam_trimmed_02.mp4,102,80,42,89,52,67,65,1
anomaly_cam_trimmed_02.mp4,103,6,87,63,68,29,35,0
anomaly_cam_trimmed_02.mp4,104,62,12,77,90,31,5,1
anomaly_cam_trimmed_02.mp4,105,82,9,88,82,76,71,0
anomaly_cam_trimmed_02.mp4,106,38,85,43,43,42,83,0
anomaly_cam_trimmed_02.mp4,107,72,92,58,0,59,10,0
anomaly_cam_trimmed_02.mp4,108,50,34,49,25,84,89,0
anomaly_cam_trimmed_02.mp4,109,82,61,91,36,58,3,1
anomaly_cam_trimmed_02.mp4,110,42,40,57,66,37,15,1
anomaly_cam_trimmed_02.mp4,111,55,71,97,60,97,56,1
anomaly_cam_trimmed_02.mp4,112,54,41,42,73,78,29,0
anomaly_cam_trimmed_02.mp4,113,71,20,27,31,95,81,0
anomaly_cam_trimmed_02.mp4,114,47,87,30,40,97,32,0
anomaly_cam_trimmed_02.mp4,115,81,73,100,26,40,16,0
anomaly_cam_trimmed_02.mp4,116,3,53,53,100,30,24,1
anomaly_cam_trimmed_02.mp4,117,100,2,31,69,0,67,1
anomaly_cam_trimmed_02.mp4,118,7,17,77,50,76,10,1
anomaly_cam_trimmed_02.mp4,119,87,81,78,40,23,20,1
anomaly_cam_trimmed_02.mp4,120,95,2,53,73,14,58,0
anomaly_cam_trimmed_02.mp4,121,68,87,44,41,24,89,0
anomaly_cam_trimmed_02.mp4,122,100,45,38,35,63,6,0
anomaly_cam_trimmed_02.mp4,123,61,44,6,49,31,99,1
anomaly_cam_trimmed_02.mp4,124,40,15,25,32,27,88,1
anomaly_cam_trimmed_02.mp4,125,35,17,21,58,41,16,1
anomaly_cam_trimmed_02.mp4,126,73,55,84,9,100,50,0
anomaly_cam_trimmed_02.mp4,127,5,100,17,80,72,74,1
anomaly_cam_trimmed_02.mp4,128,54,51,95,94,4,44,1
anomaly_cam_trimmed_02.mp4,129,21,65,72,60,24,47,1
anomaly_cam_trimmed_02.mp4,130,49,81,2,97,16,60,1
anomaly_cam_trimmed_02.mp4,131,21,14,97,65,44,74,0
anomaly_cam_trimmed_02.mp4,132,22,14,68,28,75,36,0
anomaly_cam_trimmed_02.mp4,133,98,44,64,73,91,73,1
anomaly_cam_trimmed_02.mp4,134,46,82,48,68,72,67,0
anomaly_cam_trimmed_02.mp4,135,5,92,57,72,65,86,0
anomaly_cam_trimmed_02.mp4,136,99,69,8,72,91,28,1
anomaly_cam_trimmed_02.mp4,137,66,21,54,41,59,46,0
anomaly_cam_trimmed_02.mp4,138,45,94,76,57,96,1,0
anomaly_cam_trimmed_02.mp4,139,20,28,94,98,80,59,1
anomaly_cam_trimmed_02.mp4,140,5,13,21,21,58,63,1
anomaly_cam_trimmed_02.mp4,141,36,83,67,57,6,76,1
anomaly_cam_trimmed_02.mp4,142,13,88,69,34,53,3,1
anomaly_cam_trimmed_02.mp4,143,19,63,96,30,38,10,1
anomaly_cam_trimmed_02.mp4,144,91,9,99,17,67,41,1
anomaly_cam_trimmed_02.mp4,145,52,53,26,58,54,39,0
anomaly_cam_trimmed_02.mp4,146,71,14,38,71,8,0,1
anomaly_cam_trimmed_02.mp4,147,92,69,64,51,38,95,0
anomaly_cam_trimmed_02.mp4,148,73,43,2,15,22,14,0
anomaly_cam_trimmed_02.mp4,149,76,97,86,80,10,9,1
anomaly_cam_trimmed_02.mp4,150,86,75,43,84,36,24,1
anomaly_cam_trimmed_02.mp4,151,68,52,24,79,72,93,1
anomaly_cam_trimmed_02.mp4,152,49,29,9,70,71,100,0
anomaly_cam_trimmed_02.mp4,153,44,62,28,22,66,59,1
anomaly_cam_trimmed_02.mp4,154,86,12,32,51,4,53,1
anomaly_cam_trimmed_02.mp4,155,9,8,95,47,26,72,1
anomaly_cam_trimmed_02.mp4,156,49,82,36,84,27,45,1
anomaly_cam_trimmed_02.mp4,157,100,51,30,12,41,7,1
anomaly_cam_trimmed_02.mp4,158,98,2,21,93,90,14,0
anomaly_cam_trimmed_02.mp4,159,74,23,51,91,79,79,0
anomaly_cam_trimmed_02.mp4,160,22,14,40,6,42,100,0
anomaly_cam_trimmed_02.mp4,161,21,24,8,53,2,16,0
anomaly_cam_trimmed_02.mp4,162,48,34,50,20,19,2,1
anomaly_cam_trimmed_02.mp4,163,33,96,58,8,46,35,1
anomaly_cam_trimmed_02.mp4,164,84,6,86,3,23,49,1
anomaly_cam_trimmed_02.mp4,165,13,30,80,5,92,14,0
anomaly_cam_trimmed_02.mp4,166,99,80,43,17,83,56,1
anomaly_cam_trimmed_02.mp4,167,58,81,49,2,90,81,0
anomaly_cam_trimmed_02.mp4,168,25,4,32,85,51,57,1
anomaly_cam_trimmed_02.mp4,169,26,88,12,22,14,94,1
anomaly_cam_trimmed_02.mp4,170,11,98,26,68,5,23,0
anomaly_cam_trimmed_02.mp4,171,84,3,53,87,29,67,1
anomaly_cam_trimmed_02.mp4,172,8,99,98,71,62,8,1
anomaly_cam_trimmed_02.mp4,173,23,75,68,69,94,74,0
anomaly_cam_trimmed_02.mp4,174,38,16,27,60,54,17,1
anomaly_cam_trimmed_02.mp4,175,0,64,95,69,71,40,0
anomaly_cam_trimmed_02.mp4,176,93,100,72,12,79,28,1
anomaly_cam_trimmed_02.mp4,177,27,49,89,74,11,25,0
anomaly_cam_trimmed_02.mp4,178,50,16,88,72,72,93,0
anomaly_cam_trimmed_02.mp4,179,88,26,24,81,62,57,1
anomaly_cam_trimmed_02.mp4,180,80,7,25,19,91,41,0
anomaly_cam_trimmed_02.mp4,181,57,99,56,82,48,64,0
anomaly_cam_trimmed_02.mp4,182,8,80,51,12,61,21,0
anomaly_cam_trimmed_02.mp4,183,75,24,7,31,57,32,0
anomaly_cam_trimmed_02.mp4,184,95,86,9,70,82,7,1
anomaly_cam_trimmed_02.mp4,185,94,73,6,50,48,51,1
anomaly_cam_trimmed_02.mp4,186,31,97,20,86,2,1,1
anomaly_cam_trimmed_02.mp4,187,48,56,34,30,51,89,1
anomaly_cam_trimmed_02.mp4,188,19,40,17,27,8,8,0
anomaly_cam_trimmed_02.mp4,189,66,96,76,68,77,72,0
anomaly_cam_trimmed_02.mp4,190,90,5,64,32,74,99,1
anomaly_cam_trimmed_02.mp4,191,20,87,74,95,42,54,0
anomaly_cam_trimmed_02.mp4,192,70,41,81,72,77,81,1
anomaly_cam_trimmed_02.mp4,193,21,14,42,14,28,74,1
anomaly_cam_trimmed_02.mp4,194,69,80,34,20,59,0,1
anomaly_cam_trimmed_02.mp4,195,76,60,65,18,86,1,1
anomaly_cam_trimmed_02.mp4,196,32,8,83,60,86,96,0
anomaly_cam_trimmed_02.mp4,197,40,10,77,70,6,10,1
anomaly_cam_trimmed_02.mp4,198,39,87,5,65,98,24,1
anomaly_cam_trimmed_02.mp4,199,67,22,24,88,13,85,1
anomaly_cam_trimmed_02.mp4,200,33,35,36,38,91,10,1
anomaly_cam_trimmed_02.mp4,201,60,55,57,58,35,72,1
anomaly_cam_trimmed_02.mp4,202,70,7,62,39,96,12,1
anomaly_cam_trimmed_02.mp4,203,59,27,90,52,82,5,1
anomaly_cam_trimmed_02.mp4,204,14,98,99,89,51,61,1
anomaly_cam_trimmed_02.mp4,205,1,17,14,85,70,67,1
anomaly_cam_trimmed_02.mp4,206,86,90,89,52,83,31,0
anomaly_cam_trimmed_02.mp4,207,29,63,88,80,4,28,1
anomaly_cam_trimmed_02.mp4,208,81,87,3,9,86,45,1
anomaly_cam_trimmed_02.mp4,209,22,47,42,17,88,66,0
anomaly_cam_trimmed_02.mp4,210,33,49,15,97,62,94,0
anomaly_cam_trimmed_02.mp4,211,26,96,17,0,81,51,0
anomaly_cam_trimmed_02.mp4,212,22,55,14,53,51,60,0
anomaly_cam_trimmed_02.mp4,213,52,17,11,69,2,1,1
anomaly_cam_trimmed_02.mp4,214,54,95,78,55,75,8,0
anomaly_cam_trimmed_02.mp4,215,100,9,61,17,38,43,0
anomaly_cam_trimmed_02.mp4,216,67,68,4,63,30,92,1
anomaly_cam_trimmed_02.mp4,217,73,57,68,51,88,69,0
anomaly_cam_trimmed_02.mp4,218,76,55,79,92,46,2,0
anomaly_cam_trimmed_02.mp4,219,30,8,55,44,51,87,1
anomaly_cam_trimmed_02.mp4,220,47,59,21,82,53,50,0
anomaly_cam_trimmed_02.mp4,221,15,25,41,93,67,77,1
anomaly_cam_trimmed_02.mp4,222,89,84,98,67,62,27,1
anomaly_cam_trimmed_02.mp4,223,89,52,50,57,7,53,1
anomaly_cam_trimmed_02.mp4,224,5,49,28,95,45,88,1
anomaly_cam_trimmed_02.mp4,225,35,70,11,20,51,29,0
anomaly_cam_trimmed_02.mp4,226,43,66,61,20,92,45,0
anomaly_cam_trimmed_02.mp4,227,69,0,81,27,92,11,1
anomaly_cam_trimmed_02.mp4,228,55,52,14,97,16,88,1
anomaly_cam_trimmed_02.mp4,229,78,74,34,44,13,90,0
anomaly_cam_trimmed_02.mp4,230,14,64,46,35,20,87,1
anomaly_cam_trimmed_02.mp4,231,85,76,28,58,59,27,1
anomaly_cam_trimmed_02.mp4,232,64,36,24,8,28,26,1
anomaly_cam_trimmed_02.mp4,233,41,0,32,56,51,39,1
anomaly_cam_trimmed_02.mp4,234,8,53,10,94,21,98,1
anomaly_cam_trimmed_02.mp4,235,92,40,52,53,62,62,1
anomaly_cam_trimmed_02.mp4,236,71,10,72,39,52,29,1
anomaly_cam_trimmed_02.mp4,237,84,35,10,51,82,15,0
anomaly_cam_trimmed_02.mp4,238,87,24,94,96,31,93,1
anomaly_cam_trimmed_02.mp4,239,49,10,36,70,95,41,1
anomaly_cam_trimmed_02.mp4,240,7,5,26,44,23,11,0
anomaly_cam_trimmed_02.mp4,241,41,42,55,28,38,64,1
anomaly_cam_trimmed_02.mp4,242,87,87,88,97,97,47,1
anomaly_cam_trimmed_02.mp4,243,68,17,82,95,99,93,1
anomaly_cam_trimmed_02.mp4,244,18,77,22,4,56,88,0
anomaly_cam_trimmed_02.mp4,245,43,31,13,23,95,70,0
anomaly_cam_trimmed_02.mp4,246,25,96,72,72,73,60,0
anomaly_cam_trimmed_02.mp4,247,64,94,36,68,68,99,1
anomaly_cam_trimmed_02.mp4,248,38,75,72,11,34,21,0
anomaly_cam_trimmed_02.mp4,249,75,65,56,91,38,80,1
anomaly_cam_trimmed_02.mp4,250,8,45,12,87,5,26,0
anomaly_cam_trimmed_02.mp4,251,50,79,0,58,32,54,1
anomaly_cam_trimmed_02.mp4,252,31,38,88,11,93,0,0
anomaly_cam_trimmed_02.mp4,253,43,13,10,32,90,67,0
anomaly_cam_trimmed_02.mp4,254,40,41,36,10,16,49,1
anomaly_cam_trimmed_02.mp4,255,54,3,31,66,79,1,1
anomaly_cam_trimmed_02.mp4,256,67,59,53,25,90,29,0
anomaly_cam_trimmed_02.mp4,257,84,27,31,69,80,30,1
anomaly_cam_trimmed_02.mp4,258,83,89,81,100,74,29,0
anomaly_cam_trimmed_02.mp4,259,56,61,6,5,34,50,0
anomaly_cam_trimmed_02.mp4,260,21,70,64,32,89,71,0
anomaly_cam_trimmed_02.mp4,261,27,64,41,73,52,42,1
anomaly_cam_trimmed_02.mp4,262,42,81,33,22,34,64,1
anomaly_cam_trimmed_02.mp4,263,63,77,91,57,56,27,1
anomaly_cam_trimmed_02.mp4,264,31,11,50,88,84,33,0
anomaly_cam_trimmed_02.mp4,265,4,34,88,21,22,98,1
anomaly_cam_trimmed_02.mp4,266,76,39,53,4,35,32,0
anomaly_cam_trimmed_02.mp4,267,85,26,93,81,75,49,0
anomaly_cam_trimmed_02.mp4,268,41,17,60,74,14,37,0
anomaly_cam_trimmed_02.mp4,269,32,59,80,44,27,77,1
anomaly_cam_trimmed_02.mp4,270,32,66,79,71,93,54,1
anomaly_cam_trimmed_02.mp4,271,73,36,4,18,78,18,0
anomaly_cam_trimmed_02.mp4,272,68,59,46,66,72,90,0
anomaly_cam_trimmed_02.mp4,273,98,17,89,87,60,33,0
