filename,frame_num,boxes,module_result,RBP
normal_trimmed_02.mp4,500,"tensor([[102.0816, 109.8750,  46.9685,  59.2905]])","[[405, 3.032501219255437, 27.824849006278942, 1, 0, 0, 0], [410, 3.132211319784991, 28.21740991342441, 1, 0, 0, 0], [415, 3.284056950758668, 28.61235164516658, 1, 0, 0, 0], [420, 2.6603343588684916, 29.009576962712774, 1, 0, 0, 0], [425, 2.4104109060006826, 29.408993333483707, 1, 0, 0, 0], [430, 2.0140971932974026, 29.81051268708183, 1, 0, 0, 0], [435, 2.6082902812099746, 30.214051182999096, 1, 0, 0, 0], [440, 2.3190952182326328, 30.619528989773105, 1, 0, 0, 0], [445, 2.880393107599957, 31.026870075253587, 1, 0, 0, 0], [450, 3.125828917366789, 31.436002007606216, 1, 0, 0, 0], [455, 3.245855927786124, 31.846855766656496, 1, 0, 0, 0], [460, 3.403720837558467, 32.25936556516056, 1, 0, 0, 0], [465, 3.1924237646153037, 32.67346867958093, 1, 0, 0, 0], [470, 2.713102383247474, 33.089105289942324, 1, 0, 0, 0], [475, 2.680702598377138, 33.50621832834417, 1, 0, 0, 0], [480, 2.8910010223148674, 33.9247533357118, 1, 0, 0, 0], [485, 3.068739434344176, 34.34465832637669, 1, 0, 0, 0], [490, 2.9665512678329833, 34.76588366008646, 1, 0, 0, 0], [495, 3.100910941860093, 35.188381921057726, 1, 0, 0, 0], [500, 3.6260245550484647, 35.6121078036982, 1, 0, 0, 0]]",0.48309496
normal_trimmed_02.mp4,600,"tensor([[215.2804, 113.8313,  28.6979,  38.2325]])","[[505, 3.698357288384917, 36.03701800463888, 1, 0, 0, 0], [510, 3.9957924989624494, 36.46307112073194, 1, 0, 0, 0], [515, 4.009085093896374, 36.890227552685126, 1, 0, 0, 0], [520, 4.418649477006359, 37.31844941401862, 1, 0, 0, 0], [525, 6.125402900876831, 37.74770044504551, 0, 1, 0, 0], [530, 6.300264588856635, 38.177945931591914, 1, 0, 0, 0], [535, 5.921080284572857, 38.60915262818736, 1, 0, 0, 0], [540, 5.623014721934548, 39.041288685470185, 1, 0, 0, 0], [545, 5.20751991316926, 39.47432358156656, 1, 0, 0, 0], [550, 5.121649877485197, 39.9082280572148, 1, 0, 0, 0], [555, 4.621587350432795, 40.34297405441938, 1, 0, 0, 0], [560, 4.4018301764281205, 40.778534658431376, 1, 0, 0, 0], [565, 3.3367211900076654, 41.21488404286329, 1, 0, 0, 0], [570, 2.4765611966863617, 41.651997417757634, 1, 0, 0, 0], [575, 2.1837951424163293, 42.089850980438925, 1, 0, 0, 0], [580, 1.9200075096083917, 42.52842186898859, 1, 0, 0, 0], [585, 1.8338252476933121, 42.96768811819205, 1, 0, 0, 0], [590, 1.6848804092433056, 43.40762861781581, 1, 0, 0, 0], [595, 1.5341345458667395, 43.84822307308093, 1, 0, 0, 0], [600, 1.4286351342892278, 44.28945196720722, 1, 0, 0, 0]]",0.46857616
normal_trimmed_02.mp4,700,[],"[[605, 1.2437895550112141, 44.73129652591001, 0, 1, 0, 0], [610, 1.145243176936371, 45.17373868373822, 0, 1, 0, 0], [615, 1.0696193550611497, 45.616761052149336, 0, 1, 0, 0], [620, 0.9968474321552397, 46.060346889223005, 0, 1, 0, 0], [625, 0.9589669813455354, 46.50448007092076, 0, 1, 0, 0], [630, 0.8869843824953326, 46.949145063805176, 0, 1, 0, 0], [635, 0.7388548897761211, 47.39432689913659, 0, 1, 0, 0], [640, 0.7024462463335416, 47.84001114827072, 0, 1, 0, 0], [645, 0.6323537031585147, 48.28618389928485, 0, 1, 0, 0], [650, 0.582190813465786, 48.732831734764694, 0, 1, 0, 0], [655, 0.5253907376216679, 49.17994171068797, 0, 1, 0, 0], [660, 0.4831533254769056, 49.62750133634464, 0, 1, 0, 0], [665, 0.42864882153708095, 50.075498555237125, 0, 1, 0, 0], [670, 0.42145840312878136, 50.52392172690741, 0, 1, 0, 0], [675, 0.369941641342848, 50.97275960964074, 0, 1, 0, 0], [680, 0.338904260036846, 51.42200134399888, 0, 1, 0, 0], [685, 0.3169133622489729, 51.87163643713842, 0, 1, 0, 0], [690, 0.3171646172546995, 52.321654747872365, 0, 1, 0, 0], [695, 0.3138769105062238, 52.77204647243547, 0, 1, 0, 0], [700, 0.0, 52.77204647243547, 0, 0, 0, 0]]",0.47552574
normal_trimmed_02.mp4,800,"tensor([[235.8174, 105.9176,  12.3340,  17.3846]])","[[705, 0.0, 52.77204647243547, 0, 0, 0, 0], [710, 0.0, 52.77204647243547, 0, 0, 0, 0], [715, 0.0, 52.77204647243547, 0, 0, 0, 0], [720, 0.0, 52.77204647243547, 0, 0, 0, 0], [725, 0.0, 52.77204647243547, 0, 0, 0, 0], [730, 0.0, 52.77204647243547, 0, 0, 0, 0], [735, 0.0, 52.77204647243547, 0, 0, 0, 0], [740, 0.0, 52.77204647243547, 0, 0, 0, 0], [745, 0.0, 52.77204647243547, 0, 0, 0, 0], [750, 0.0, 52.77204647243547, 0, 0, 0, 0], [755, 0.0, 52.77204647243547, 0, 0, 0, 0], [760, 0.0, 52.77204647243547, 0, 0, 0, 0], [765, 0.0, 52.77204647243547, 0, 0, 0, 0], [770, 0.0, 52.77204647243547, 0, 0, 0, 0], [775, 0.0, 52.77204647243547, 0, 0, 0, 0], [780, 0.0, 52.77204647243547, 0, 0, 0, 0], [785, 0.0, 52.77204647243547, 0, 0, 0, 0], [790, 0.3020871774230424, 53.825528329966254, 0, 0, 0, 1], [795, 0.29580001063989886, 53.598041008977184, 0, 0, 0, 1], [800, 0.27919612457435505, 53.3730971557769, 1, 0, 0, 0]]",0.4778745
normal_trimmed_02.mp4,900,[],"[[805, 0.24267337798134272, 53.150729063673246, 1, 0, 0, 0], [810, 0.0, 53.150729063673246, 0, 0, 0, 0], [815, 0.0, 53.150729063673246, 0, 0, 0, 0], [820, 0.0, 53.150729063673246, 0, 0, 0, 0], [825, 0.0, 53.150729063673246, 0, 0, 0, 0], [830, 0.0, 53.150729063673246, 0, 0, 0, 0], [835, 0.0, 53.150729063673246, 0, 0, 0, 0], [840, 0.0, 53.150729063673246, 0, 0, 0, 0], [845, 0.0, 53.150729063673246, 0, 0, 0, 0], [850, 0.0, 53.150729063673246, 0, 0, 0, 0], [855, 0.0, 53.150729063673246, 0, 0, 0, 0], [860, 0.0, 53.150729063673246, 0, 0, 0, 0], [865, 0.0, 53.150729063673246, 0, 0, 0, 0], [870, 0.0, 53.150729063673246, 0, 0, 0, 0], [875, 0.0, 53.150729063673246, 0, 0, 0, 0], [880, 0.0, 53.150729063673246, 0, 0, 0, 0], [885, 0.0, 53.150729063673246, 0, 0, 0, 0], [890, 0.0, 53.150729063673246, 0, 0, 0, 0], [895, 0.0, 53.150729063673246, 0, 0, 0, 0], [900, 0.0, 53.150729063673246, 0, 0, 0, 0]]",0.45685545
anomaly_01.mp4,100,"tensor([[133.2503,  73.6687,  14.4229,  21.1691]])","[[5, 0.0, -1, 0, 0, 0, 0], [10, 0.0, -1, 0, 0, 0, 0], [15, 0.0, -1, 0, 0, 0, 0], [20, 0.0, -1, 0, 0, 0, 0], [25, 0.0, -1, 0, 0, 0, 0], [30, 0.0, -1, 0, 0, 0, 0], [35, 0.0, -1, 0, 0, 0, 0], [40, 0.0, -1, 0, 0, 0, 0], [45, 0.0, -1, 0, 0, 0, 0], [50, 0.0, -1, 0, 0, 0, 0], [55, 0.38586548863145254, 0.0, 1, 0, 0, 0], [60, 0.3996625680232076, 0.0, 1, 0, 0, 0], [65, 0.4026355711138194, 0.0, 1, 0, 0, 0], [70, 0.3956975572502491, 0.0, 1, 0, 0, 0], [75, 0.42473923621196263, 0.0, 1, 0, 0, 0], [80, 0.4285489490858936, 0.0, 1, 0, 0, 0], [85, 0.4221255980288561, 0.0, 1, 0, 0, 0], [90, 0.42973411940147344, 0.0, 1, 0, 0, 0], [95, 0.4114343551016191, 0.0, 1, 0, 0, 0], [100, 0.39755003003540423, 0.0, 1, 0, 0, 0]]",0.4288884
anomaly_01.mp4,200,"tensor([[144.5378,  85.9207,  14.8549,  20.7114]])","[[105, 0.4180623968422121, 0.0, 1, 0, 0, 0], [110, 0.39408781732754505, 0.0, 1, 0, 0, 0], [115, 0.3864041553318505, 0.0, 1, 0, 0, 0], [120, 0.0, 0.0, 0, 0, 0, 0], [125, 0.36038396074400225, 6.0, 1, 0, 0, 0], [130, 0.36176729288854403, 5.5, 1, 0, 0, 0], [135, 0.3856416891142847, 5.0, 1, 0, 0, 0], [140, 0.40125700263388353, 4.5, 1, 0, 0, 0], [145, 0.4094580257742564, 4.0, 1, 0, 0, 0], [150, 0.4314761520101153, 3.5, 1, 0, 0, 0], [155, 0.47845046501606703, 3.0, 1, 0, 0, 0], [160, 0.4763905972898404, 2.5, 1, 0, 0, 0], [165, 0.45918268888347785, 2.0, 1, 0, 0, 0], [170, 0.45786943586032675, 1.5, 1, 0, 0, 0], [175, 0.44311699346371825, 1.0, 1, 0, 0, 0], [180, 0.5092396753288995, 0.5, 1, 0, 0, 0], [185, 0.5689166129513978, 0.0, 1, 0, 0, 0], [190, 0.5138561741311302, 0.5, 1, 0, 0, 0], [195, 0.4866032723087604, 1.0, 1, 0, 0, 0], [200, 0.40060653117052425, 1.5, 1, 0, 0, 0]]",0.43008634
anomaly_01.mp4,300,"tensor([[141.4402,  78.5305,  14.5986,  20.8495]])","[[205, 0.3792107803201361, 2.0, 1, 0, 0, 0], [210, 0.3459259032642876, 2.5, 1, 0, 0, 0], [215, 0.35675978727522306, 3.0, 1, 0, 0, 0], [220, 0.32684565792381665, 3.5, 1, 0, 0, 0], [225, 0.31489588801923674, 4.0, 1, 0, 0, 0], [230, 0.3169948405256946, 4.5, 1, 0, 0, 0], [235, 0.32184823518112654, 5.0, 1, 0, 0, 0], [240, 0.3057053584143432, 5.5, 1, 0, 0, 0], [245, 0.30068717744901124, 6.0, 1, 0, 0, 0], [250, 0.3199868637693726, 6.5, 1, 0, 0, 0], [255, 0.3103941775216299, 7.0, 1, 0, 0, 0], [260, 0.3189990480314009, 7.5, 1, 0, 0, 0], [265, 0.348036713425851, 8.0, 1, 0, 0, 0], [270, 0.38603439724283817, 8.5, 1, 0, 0, 0], [275, 0.41778841490349805, 9.0, 1, 0, 0, 0], [280, 0.4574509036865493, 9.5, 1, 0, 0, 0], [285, 0.47769344605815905, 10.0, 1, 0, 0, 0], [290, 0.4812908503208746, 10.5, 1, 0, 0, 0], [295, 0.4560148879590997, 11.0, 1, 0, 0, 0], [300, 0.3963200972980303, 11.5, 1, 0, 0, 0]]",0.43412042
anomaly_01.mp4,400,"tensor([[125.6048,  70.2111,  12.5167,  18.7111]])","[[305, 0.35624909688340267, 12.0, 1, 0, 0, 0], [310, 0.36342425877592177, 12.5, 1, 0, 0, 0], [315, 0.3994092401371745, 13.0, 1, 0, 0, 0], [320, 0.38340605909987363, 13.5, 1, 0, 0, 0], [325, 0.3426669724813867, 14.0, 1, 0, 0, 0], [330, 0.34081771039041087, 14.5, 1, 0, 0, 0], [335, 0.34092462312260824, 15.0, 1, 0, 0, 0], [340, 0.3295062372731839, 15.5, 1, 0, 0, 0], [345, 0.36132211391554847, 16.0, 1, 0, 0, 0], [350, 0.3467552247821004, 16.5, 1, 0, 0, 0], [355, 0.3512335914288087, 17.0, 1, 0, 0, 0], [360, 0.29672752878616393, 17.5, 1, 0, 0, 0], [365, 0.2978480697796613, 18.0, 1, 0, 0, 0], [370, 0.3031238403309544, 18.5, 1, 0, 0, 0], [375, 0.3102701195809156, 19.0, 1, 0, 0, 0], [380, 0.32576574061844593, 19.5, 1, 0, 0, 0], [385, 0.33490601983362467, 20.0, 1, 0, 0, 0], [390, 0.340136489974725, 20.5, 1, 0, 0, 0], [395, 0.3453240346880193, 21.0, 1, 0, 0, 0], [400, 0.3049503628998688, 21.5, 1, 0, 0, 0]]",0.43789664
anomaly_01.mp4,500,[],"[[405, 0.28647365881033693, 22.0, 1, 0, 0, 0], [410, 0.30931024987557976, 22.5, 1, 0, 0, 0], [415, 0.31784849934228987, 23.0, 1, 0, 0, 0], [420, 0.33766074400239177, 23.5, 1, 0, 0, 0], [425, 0.3441646111036789, 24.0, 1, 0, 0, 0], [430, 0.33488534108945106, 24.5, 1, 0, 0, 0], [435, 0.3370293288388666, 25.0, 1, 0, 0, 0], [440, 0.31533959362445785, 25.5, 1, 0, 0, 0], [445, 0.3074393138151663, 26.0, 1, 0, 0, 0], [450, 0.3092282062056029, 26.5, 1, 0, 0, 0], [455, 0.33829279217343355, 27.0, 1, 0, 0, 0], [460, 0.33030725121439747, 27.5, 1, 0, 0, 0], [465, 0.0, 27.5, 0, 0, 0, 0], [470, 0.0, 27.5, 0, 0, 0, 0], [475, 0.0, 27.5, 0, 0, 0, 0], [480, 0.0, 27.5, 0, 0, 0, 0], [485, 0.0, 27.5, 0, 0, 0, 0], [490, 0.0, 27.5, 0, 0, 0, 0], [495, 0.0, 27.5, 0, 0, 0, 0], [500, 0.0, 27.5, 0, 0, 0, 0]]",0.44215277
anomaly_01.mp4,600,[],"[[505, 0.0, 27.5, 0, 0, 0, 0], [510, 0.0, 27.5, 0, 0, 0, 0], [515, 0.0, 27.5, 0, 0, 0, 0], [520, 0.0, 27.5, 0, 0, 0, 0], [525, 0.0, 27.5, 0, 0, 0, 0], [530, 0.0, 27.5, 0, 0, 0, 0], [535, 0.0, 27.5, 0, 0, 0, 0], [540, 0.0, 27.5, 0, 0, 0, 0], [545, 0.0, 27.5, 0, 0, 0, 0], [550, 0.0, 27.5, 0, 0, 0, 0], [555, 0.0, 27.5, 0, 0, 0, 0], [560, 0.0, 27.5, 0, 0, 0, 0], [565, 0.0, 27.5, 0, 0, 0, 0], [570, 0.0, 27.5, 0, 0, 0, 0], [575, 0.0, 27.5, 0, 0, 0, 0], [580, 0.0, 27.5, 0, 0, 0, 0], [585, 0.0, 27.5, 0, 0, 0, 0], [590, 0.0, 27.5, 0, 0, 0, 0], [595, 0.0, 27.5, 0, 0, 0, 0], [600, 0.0, 27.5, 0, 0, 0, 0]]",0.44210285
